"address_location_name","address_line1","address_line2","address_line3","address_city","address_state","address_zip","directions","polling_hours","photo_url","id"
"LONGAN ELEMENTARY SCHOOL","9200 Mapleview Ave","","","Richmond","VA","232945701","Cafeteria","6:00 AM - 7:00 PM","","80069"
"BARRETT SCHOOL","4401 N Henderson Rd","","","Arlington","VA","222032711","","6:00 AM - 7:00 PM","","80070"
"TABB HIGH SCHOOL","4431 Big Bethel Rd","","","Yorktown","VA","236933123","AUXILIARY GYM","6:00 AM - 7:00 PM","","80071"
"Lower K&Q Fire Building","4764 York River Road","","","Shacklefords","VA","23156","","6:00 AM - 7:00 PM","","80072"
"BELMONT RECREATION CENTER","1600 Hilliard Rd","","","Richmond","VA","232284708","Hermitage Rm","6:00 AM - 7:00 PM","","80073"
"Gloucester Point Baptist Church","7741 Terrapin Cove Rd","","","Gloucester Point","VA","230622016","","6:00 AM - 7:00 PM","","80074"
"COURTHOUSE COMMUNITY CENTER","29 Stafford Ave","","","Stafford","VA","225547246","","6:00 AM - 7:00 PM","","80075"
"SHADY GROVE ELEMENTARY SCHOOL","12200 Wyndham Lake Dr","","","Glen Allen","VA","230595495","Gym","6:00 AM - 7:00 PM","","80076"
"LINDEN RESOURCES","750 23rd St S","","","Arlington","VA","222022420","","6:00 AM - 7:00 PM","","80077"
"UNIONVILLE ELEMENTARY SCHOOL","10285 Zachary Taylor Hwy","","","Unionville","VA","22567","","6:00 AM - 7:00 PM","","80078"
"LOCUST GROVE ELEMENTARY SCHOOL","6368 Flat Run Rd.","","","LOCUST GROVE","VA","22508","","6:00 AM - 7:00 PM","","80079"
"Abingdon Elementary School","7087 Powhatan Dr","","","Hayes","VA","23072","","6:00 AM - 7:00 PM","","80080"
"KATE WALLER BARRETT ELEMENTARY SCHOOL","150 DUFFEY DRIVE","","","STAFFORD","VA","22556","","6:00 AM - 7:00 PM","","80081"
"HICKORY NECK EPISCOPAL CHURCH","8300 RICHMOND RD","","","TOANO","VA","23168","","6:00 AM - 7:00 PM","","80082"
"CLARENDON UNITED METH CHURCH","606 N Irving St","","","Arlington","VA","222012004","","6:00 AM - 7:00 PM","","80083"
"TAYLOR SCHOOL","2600 N Stuart St","","","Arlington","VA","222075126","","6:00 AM - 7:00 PM","","80084"
"JOHNSON ELEMENTARY SCHOOL","5600 Bethlehem Rd","","","Richmond","VA","232301804","Cafeteria","6:00 AM - 7:00 PM","","80085"
"GRIFFIN-YEATES CENTER","1490 Government Rd","","","Williamsburg","VA","231855702","CAFETERIA","6:00 AM - 7:00 PM","","80086"
"SOUTH ANNA ELEMENTARY SCHOOL","13122 WALTONS TAVERN RD","","","MONTPELIER","VA","23192","","6:00 AM - 7:00 PM","","80087"
"Botetourt Elementary School","6361 Main St","","","Gloucester","VA","230615166","","6:00 AM - 7:00 PM","","80088"
"LEE DAVIS HIGH SCHOOL","7052 Mechanicsville Tpke","","","Mechanicsville","VA","231113629","","6:00 AM - 7:00 PM","","80089"
"ST MATTHEW'S CHURCH FELLOWSHIP HALL","1706 St Matthew's Ln","","","Richmond","VA","23233","","6:00 AM - 7:00 PM","","80090"
"YORK COUNTY LIBRARY-TABB","100 Long Green Blvd","","","Yorktown","VA","236934138","MEETING ROOM","6:00 AM - 7:00 PM","","80091"
"POST 9808 VFW BUILDING","7168 Flag Ln","","","Mechanicsville","VA","231115060","","6:00 AM - 7:00 PM","","80092"
"TUCKAHOE PRESBYTERIAN CHURCH","7000 Park Ave","","","Richmond","VA","232263624","Wilson Hall Chapel","6:00 AM - 7:00 PM","","80093"
"WIDEWATER ELEMENTARY SCHOOL","101 Den Rich Rd","","","Stafford","VA","225544748","","6:00 AM - 7:00 PM","","80094"
"SHORT PUMP ELEMENTARY SCHOOL","3425 Pump Rd","","","Richmond","VA","232331110","Gym","6:00 AM - 7:00 PM","","80095"
"GAYLE MIDDLE SCHOOL","100 Panther Dr","","","Fredericksburg","VA","224067473","","6:00 AM - 7:00 PM","","80096"
"WASH HENRY ELEM SCH CAFETERIA","9025 Washington Henry Dr","","","Mechanicsville","VA","231162856","","6:00 AM - 7:00 PM","","80097"
"MIDDLESEX VOLUNTEER RESCUE SQUAD BLDG","17684 GENERAL PULLER HWY","","","DELTAVILLE","VA","23043","","6:00 AM - 7:00 PM","","80098"
"PATRICK HENRY HIGH SCHOOL","12449 WEST PATRICK HENRY ROAD","","","ASHLAND","VA","23005","","6:00 AM - 7:00 PM","","80099"
"ASHLAWN SCHOOL","5950 8th Rd N","","","Arlington","VA","222051045","","6:00 AM - 7:00 PM","","80100"
"BONNIE BRAE CHURCH OF CHRIST","7610 Staples Mill Rd","","","Richmond","VA","232284108","Hall Classroom","6:00 AM - 7:00 PM","","80101"
"THE JEFFERSON","900 N Taylor St","","","Arlington","VA","22203","","6:00 AM - 7:00 PM","","80102"
"STONEHOUSE ELEMENTARY SCHOOL","3651 Rochambeau Dr","","","Williamsburg","VA","23188","Gymnasium","6:00 AM - 7:00 PM","","80103"
"DREW COMMUNITY CENTER","3500 24th St S","","","Arlington","VA","222062444","","6:00 AM - 7:00 PM","","80104"
"LYON VILLAGE COMMUNITY HOUSE","1920 N Highland St","","","Arlington","VA","222015130","","6:00 AM - 7:00 PM","","80105"
"MONTPELIER CENTER FOR ARTS AND EDUCATION","17205 Mountain Rd","","","Montpelier","VA","231922566","","6:00 AM - 7:00 PM","","80106"
"THIRD PRESBYTERIAN CHURCH","600 Forest Ave","","","Richmond","VA","232296810","Basement","6:00 AM - 7:00 PM","","80107"
"BLACK CREEK FIRE STATION #12","6397 Mcclellan Rd","","","Mechanicsville","VA","23111","","6:00 AM - 7:00 PM","","80108"
"CRESTVIEW ELEMENTARY SCHOOL","1901 Charles St","","","Richmond","VA","232263504","Cafeteria","6:00 AM - 7:00 PM","","80109"
"ELMONT ELEMENTARY SCHOOL","12007 Cedar Ln","","","Ashland","VA","230057522","","6:00 AM - 7:00 PM","","80110"
"GRACE BAPTIST CHURCH","1013 Penniman Rd","","","Williamsburg","VA","231855450","Fellowhip Hall","6:00 AM - 7:00 PM","","80111"
"Ebenezer Baptist Church","10487 Harcum Rd","","","Gloucester","VA","23061","","6:00 AM - 7:00 PM","","80112"
"PUBLIC UTILITIES OPER & MAINT CTR","10401 Woodman Rd","","","Glen Allen","VA","230604423","Central Conference Rm","6:00 AM - 7:00 PM","","80113"
"ROCKY RUN ELEMENTARY SCHOOL","95 Reservoir Rd","","","Fredericksburg","VA","224067241","","6:00 AM - 7:00 PM","","80114"
"Conway Elementary School","105 Primmer House Rd.","","","Fredericksburg","VA","22405","","6:00 AM - 7:00 PM","","80115"
"GOOCHLAND COMPANY 5 FIREHOUSE","2710 Fairground Rd","","","Goochland","VA","230633103","","6:00 AM - 7:00 PM","","80116"
"HERMITAGE HIGH SCHOOL","8301 Hungary Spring Rd","","","Richmond","VA","232281907","Commons B(Cafeteria)","6:00 AM - 7:00 PM","","80117"
"FAIRLINGTON CENTER","3308 S Stafford St","","","Arlington","VA","22206","","6:00 AM - 7:00 PM","","80118"
"SKIPWITH ELEMENTARY SCHOOL","2401 Skipwith Rd","","","Richmond","VA","232943429","Cafeteria","6:00 AM - 7:00 PM","","80119"
"GLEBE SCHOOL","1770 N Glebe Rd","","","Arlington","VA","222072038","","6:00 AM - 7:00 PM","","80120"
"KENMORE MIDDLE SCHOOL","200 S Carlin Springs Rd","","","Arlington","VA","222041014","","6:00 AM - 7:00 PM","","80121"
"WILLIAMSBURG MIDDLE SCHOOL","3600 N Harrison St","","","Arlington","VA","222071844","","6:00 AM - 7:00 PM","","80122"
"STAFFORD HIGH SCHOOL","33 Stafford Indians Ln","","","Fredericksburg","VA","224055803","","6:00 AM - 7:00 PM","","80123"
"DARE ELEMENTARY SCHOOL","300 Dare Rd","","","Yorktown","VA","236922716","GYM","6:00 AM - 7:00 PM","","80124"
"GLEN ALLEN ELEMENTARY SCHOOL","11101 Mill Rd","","","Glen Allen","VA","230605004","Multipurpose Rm","6:00 AM - 7:00 PM","","80125"
"PUBLIC MTG RM COOKS CORNER","2911 GENERAL PULLER HWY","","","SALUDA","VA","231493052","","6:00 AM - 7:00 PM","","80126"
"JAMES CITY COUNTY RECREATION CENTER","5301 Longhill Rd","","","Williamsburg","VA","23188","Community Rooms","6:00 AM - 7:00 PM","","80127"
"WALTER REED COMMUNITY CENTER","2909 16th St S","","","Arlington","VA","222044974","","6:00 AM - 7:00 PM","","80128"
"WOODMONT CENTER","2422 N Fillmore St","","","Arlington","VA","222074931","","6:00 AM - 7:00 PM","","80129"
"HANOVER PARKS & REC/MONTPELIER","17205 MOUNTAIN ROAD","","","MONTPELIER","VA","23192","","6:00 AM - 7:00 PM","","80130"
"Mechanicsville Library","7461 Sherwood Crossing Pl","","","Mechanicsville","VA","23111","","6:00 AM - 7:00 PM","","80131"
"University Mary Washington - Stafford","121 UNIVERSITY BLVD","BLDG 125","","Stafford","VA","22406","BLDG 125","6:00 AM - 7:00 PM","","80132"
"DAWSON TERRACE CENTER","2133 N Taft St","","","Arlington","VA","222013615","","6:00 AM - 7:00 PM","","80133"
"HARBOUR INN","1417 WASHINGTON DR","","","STAFFORD","VA","22554","","6:00 AM - 7:00 PM","","80134"
"UFCM Church - Auxiliary Bldg","60 Susa Dr (Unit 111)","","","Stafford","VA","22554","","6:00 AM - 7:00 PM","","80135"
"RIVERS EDGE ELEMENTARY SCHOOL","11600 Holman Ridge Rd","","","Glen Allen","VA","230595661","Gym","6:00 AM - 7:00 PM","","80136"
"GRAFTON HIGH / GRAFTON MIDDLE SCHOOL","403 Grafton Drive","","","Yorktown","VA","23692","","6:00 AM - 7:00 PM","","80137"
"GOOCHLAND RECREATION CENTER","2415 Sandy Hook Rd","","","Goochland","VA","230632509","","6:00 AM - 7:00 PM","","80138"
"ASHLAND LIBRARY","201 S Railroad Ave","","","Ashland","VA","230052081","","6:00 AM - 7:00 PM","","80139"
"OAK KNOLL MIDDLE SCHOOL","10295 CHAMBERLAYNE ROAD","","","Mechanicsville","VA","23116","","6:00 AM - 7:00 PM","","80140"
"MATOAKA ELEMENTARY SCHOOL","4001 Brick Bat Rd","","","Williamsburg","VA","23188","Cafeteria","6:00 AM - 7:00 PM","","80141"
"TUCKAHOE ELEMENTARY SCHOOL","6550 26th St N","","","Arlington","VA","222131106","","6:00 AM - 7:00 PM","","80142"
"SWANSON MIDDLE SCHOOL","5800 Washington Blvd","","","Arlington","VA","222052906","","6:00 AM - 7:00 PM","","80143"
"HERMITAGE BAPTIST CHURCH","94 WARES BRIDGE RD","","","CHURCH VIEW","VA","230322025","","6:00 AM - 7:00 PM","","80144"
"Bethel Elementary School","2991 Hickory Fork Rd","","","Gloucester","VA","23061","","6:00 AM - 7:00 PM","","80145"
"Petsworth Elementary School","10658 George Washington Memorial Hwy","","","Gloucester","VA","23061","","6:00 AM - 7:00 PM","","80146"
"Gloucester High School","6680 Short Ln","","","Gloucester","VA","230614410","","6:00 AM - 7:00 PM","","80147"
"AQUIA HARBOUR COUNTRY CLUB","204 Bow Cv","","","Stafford","VA","225542313","","6:00 AM - 7:00 PM","","80148"
"ROCKVILLE LIBRARY","16600 POUNCEY TRACT RD","","","Rockville","VA","23146","","6:00 AM - 7:00 PM","","80149"
"AURORA HILLS COMMUNITY CENTER","735 18th St S","","","Arlington","VA","222022738","","6:00 AM - 7:00 PM","","80150"
"TUCKAHOE ELEMENTARY SCHOOL","701 Forest Ave","","","Richmond","VA","232296811","Cafeteria","6:00 AM - 7:00 PM","","80151"
