"start_house_number","end_house_number","odd_even_both","start_apartment_number","end_apartment_number","non_house_address_address_direction","non_house_address_street_name","non_house_address_house_number_prefix","non_house_address_city","non_house_address_street_suffix","non_house_address_state","non_house_address_street_direction","non_house_address_house_number_suffix","non_house_address_zip","non_house_address_apartment","non_house_address_house_number","precinct_id","precinct_split_id","id"
"1","600","Both","","","","HILL","","PULASKI","TER","VA","","","24301","","","90018","100072","2001155"
"1","605","Both","","","","CERES SCHOOL","","CERES","RD","VA","","","24318","","","90063","100154","2001156"
"1","607","Both","","","","REDBUD","","Rosedale","HWY","VA","","","24280","","","90038","100054","2001157"
"1","608","Both","","","","STAN","","CASTLEWOOD","ST","VA","","","24224","","","90141","100029","2001158"
"1","609","Both","","","","Oaklawn Farm","","Bland","LN","VA","","","24315","","","90119","100063","2001159"
"1","61","Both","","","","Aspen","","Tazewell","Sq","VA","","","24651","","","90041","100116","2001160"
"1","61","Both","","","","Glade Hill","","Bland","LN","VA","","","24315","","","90024","100172","2001161"
"1","61","Both","","","","PINEWOOD","","HONAKER","LN","VA","","","24260","","","90136","100105","2001162"
"1","61","Both","","","","SCALES","","LEBANON","ST","VA","","","24266","","","90059","100034","2001163"
"1","61","Both","","","","WALLACE","","DANTE","HOLW","VA","","","24237","","","90094","100002","2001164"
"1","611","Both","","","","CLAIRMONT","","Castlewood","CIR","VA","","","24224","","","90141","100029","2001165"
"1","6131","Both","","","","BYRNES CHAPEL","","BLAND","RD","VA","","","24315","","","90024","100172","2001166"
"1","615","Both","","","","DUFF","","Castlewood","CIR","VA","","","24224","","","90141","100029","2001167"
"1","616","Both","","","NE","1ST","","Pulaski","ST","VA","","","24301","","","90139","100101","2001168"
"1","618","Both","","","","MOCCASIN VALLEY","","Nickelsville","RD","VA","","","24271","","","90129","100096","2001169"
"1","6224","Both","","","","LOWER COPPER CREEK","","CASTLEWOOD","RD","VA","","","24224","","","90087","100095","2001170"
"1","624","Both","","","","LOWER BEARWALLOW","","Dante","RD","VA","","","24237","","","90094","100002","2001171"
"1","624","Both","","","","RIDGEWOOD","","LEBANON","DR","VA","","","24266","","","90104","100066","2001172"
"1","624","Both","","","","STONEY POINT","","CASTLEWOOD","HOLW","VA","","","24224","","","90087","100095","2001173"
"1","625","Both","","","","BUCK KNOB","","CEDAR BLUFF","RD","VA","","","24609","","","90038","100054","2001174"
"1","625","Both","","","","PASTURE","","Cedar Bluff","RD","VA","","","24609","","","90038","100054","2001175"
"1","629","Both","","","","CROOKED BRANCH","","Castlewood","RD","VA","","","24224","","","90141","100029","2001176"
"1","63","Both","","","","CHESTNUT","","HONAKER","LN","VA","","","24260","","","90136","100105","2001177"
"1","63","Both","","","","HILL","","BIG STONE GAP","ST","VA","","","24219","","","90089","100091","2001178"
"1","63","Both","","","","MOUNTAIN VIEW","","Lebanon","ST","VA","","","24266","","","90104","100066","2001179"
"1","63","Both","","","","MUNCY","","BLAND","LN","VA","","","24315","","","90119","100063","2001180"
"1","63","Both","","","","Pep","","Bastian","St","VA","","","24314","","","90105","100013","2001181"
"1","63","Both","","","","POPLAR","","HONAKER","ST","VA","","","24260","","","90136","100105","2001182"
"1","63","Both","","","","STREAMSIDE","","ROCKY GAP","LN","VA","","","24366","","","90039","100171","2001183"
"1","63","Both","","","","Sunnydale","","Bland","Ln","VA","","","24315","","","90025","100136","2001184"
"1","630","Both","","","","BRIDGESTONE","","Raven","DR","VA","","","24639","","","90010","100062","2001185"
"1","630","Both","","","","JACKSON CHAPEL","","HONAKER","RD","VA","","","24260","","","90056","100167","2001186"
"1","631","Both","","","","M L THOMPSON","","ROCKY GAP","DR","VA","","","24366","","","90039","100171","2001187"
"1","632","Both","","","","W M HELTON","","Rowe","RD","VA","","","24646","","","90143","100145","2001188"
"1","6331","Odd","","","","WALKER MOUNTAIN","","BLAND","RD","VA","","","24315","","","90063","100154","2001189"
"1","639","Both","","","","JIM BROWN HOLLOW","","Castlewood","RD","VA","","","24224","","","90094","100002","2001190"
"1","639","Both","","","","RESERVIOR","","Castlewood","ST","VA","","","24224","","","90141","100029","2001191"
"1","639","Both","","","","WILEY HURD","","Castlewood","RD","VA","","","24224","","","90100","100106","2001192"
"1","64","Both","","","","IVY","","Honaker","LN","VA","","","24260","","","90136","100105","2001193"
"1","64","Both","","","","KETRON","","Lebanon","AVE","VA","","","24266","","","90059","100034","2001194"
"1","64","Both","","","","OATES","","HONAKER","RD","VA","","","24260","","","90010","100062","2001195"
"1","645","Both","","","","VAUGHN BROOKS","","Cleveland","RD","VA","","","24225","","","90069","100064","2001196"
"1","649","Both","","","","CIRCLE","","CASTLEWOOD","DR","VA","","","24224","","","90100","100106","2001197"
"1","649","Both","","","","PUTNAM","","Honaker","RD","VA","","","24260","","","90136","100105","2001198"
"1","65","Both","","","","Bayberry","","Bland","Ln","VA","","","24315","","","90025","100136","2001199"
"1","65","Both","","","","DINGUS","","CASTLEWOOD","DR","VA","","","24224","","","90141","100029","2001200"
"1","65","Both","","","","DYE","","LEBANON","DR","VA","","","24266","","","90104","100066","2001201"
"1","65","Both","","","","MINOR","","Cleveland","ST","VA","","","24225","","","90090","100100","2001202"
"1","65","Both","","","","Winter Place","","Rocky Gap","Ln","VA","","","24366","","","90039","100171","2001203"
"1","655","Both","","","","HICKSVILLE","","BASTIAN","RD","VA","","","24314","","","90039","100171","2001204"
"1","655","Both","","","","WAGON WHEEL","","Lebanon","LN","VA","","","24266","","","90129","100096","2001205"
"1","656","Both","","","","TODD HOLLOW","","LEBANON","RD","VA","","","24266","","","90104","100066","2001206"
"1","657","Both","","","","Pine Hill","","Rocky Gap","LN","VA","","","24366","","","90039","100171","2001207"
"1","658","Both","","","","CAREER TECH","","Lebanon","DR","VA","","","24266","","","90104","100012","2001208"
"1","659","Both","","","","COVE CREEK","","ROCKY GAP","RD","VA","","","24366","","","90039","100171","2001209"
"1","659","Both","","","","PUTNAM","","Honaker","BYP","VA","","","24260","","","90136","100105","2001210"
"1","66","Both","","","","CROSS","","Castlewood","ST","VA","","","24224","","","90100","100106","2001211"
"1","66","Both","","","","LASLEY","","Lebanon","ST","VA","","","24266","","","90059","100034","2001212"
"1","66","Both","","","","MILTON","","Castlewood","ST","VA","","","24224","","","90141","100029","2001213"
"1","660","Both","","","","KNOBS","","Cedar Bluff","LN","VA","","","24609","","","90038","100054","2001214"
"1","663","Both","","","","RUSSELL","","Lebanon","ST","VA","","","24266","","","90059","100034","2001215"
"1","67","Both","","","","A P BALDWIN","","HONAKER","DR","VA","","","24260","","","90136","100105","2001216"
"1","67","Both","","","","PINE","","SAINT PAUL","ST","VA","N","","24283","","","90141","100029","2001217"
"1","67","Both","","","","RIVERSIDE INN","","Lebanon","DR","VA","","","24266","","","90141","100029","2001218"
"1","67","Both","","","","TIGER","","Honaker","LN","VA","","","24260","","","90136","100105","2001219"
"1","670","Both","","","","MOCCASIN RIDGE","","LEBANON","RD","VA","","","24266","","","90129","100096","2001220"
"1","671","Both","","","","Laurel","","Rocky Gap","DR","VA","","","24366","","","90039","100171","2001221"
"1","673","Both","","","","SHEPARD HOLLOW","","HONAKER","RD","VA","","","24260","","","90056","100123","2001222"
"1","673","Both","","","","Short Ridge","","Bland","DR","VA","","","24315","","","90025","100136","2001223"
"1","6843","Both","","","","Walkers Creek","","Bland","RD","VA","","","24315","","","90119","100063","2001224"
"1","686","Both","","","","OLD FINCASTLE","","LEBANON","RD","VA","","","24266","","","90059","100034","2001225"
"1","689","Both","","","","GREEN ACRES","","Honaker","RD","VA","","","24260","","","90136","100105","2001226"
"1","69","Both","","","","Chase","","Bastian","St","VA","","","24314","","","90105","100013","2001227"
"1","69","Both","","","","Dean","","Bland","Ln","VA","","","24315","","","90119","100063","2001228"
"1","69","Both","","","","GROVE","","LEBANON","AVE","VA","","","24266","","","90059","100034","2001229"
"1","69","Both","","","","MEADOW HILL","","Rosedale","RD","VA","","","24280","","","90038","100054","2001230"
"1","690","Both","","","","BRUMLEY","","Lebanon","CIR","VA","","","24266","","","90059","100034","2001231"
"1","692","Both","","","","BELFAST SCHOOL","","Cedar Bluff","RD","VA","","","24609","","","90038","100054","2001232"
"1","692","Both","","","","CLEVELAND HEIGHTS","","Cleveland","RD","VA","","","24225","","","90090","100109","2001233"
"1","693","Both","","","","MUSIC FEST","","CEDAR BLUFF","RD","VA","","","24609","","","90038","100054","2001234"
"1","6949","Both","","","","WYRICK","","BLAND","TRL","VA","","","24315","","","90119","100063","2001235"
"1","695","Both","","","","CLARKS VALLEY","","Swords Creek","ESTS","VA","","","24649","","","90010","100062","2001236"
"1","695","Both","","","","SOUTHVIEW","","BLAND","LN","VA","","","24315","","","90119","100063","2001237"
"1","6951","Odd","","","","HIGH POINT","","Castlewood","RD","VA","","","24224","","","90100","100106","2001238"
"1","699","Both","","","","ROCK","","RADFORD","RD","VA","W","","24141","","","90029","100115","2001239"
"1","7","Both","","","S","19TH","","BIG STONE GAP","ST","VA","E","","24219","","","90089","100091","2001240"
"1","7","Both","","","S","21st","","Big Stone Gap","ST","VA","E","","24219","","","90089","100091","2001241"
"1","70","Both","","","","CEDAR CREEK","","Lebanon","DR","VA","","","24266","","","90059","100034","2001242"
"1","70","Both","","","","HIGHLANDS","","Lebanon","CIR","VA","","","24266","","","90129","100096","2001243"
"1","70","Both","","","","JENKS","","Lebanon","DR","VA","","","24266","","","90059","100034","2001244"
"1","70","Both","","","","JORDAN","","CASTLEWOOD","ST","VA","","","24224","","","90100","100106","2001245"
"1","70","Both","","","","YELLOW FINCH","","Honaker","LN","VA","","","24260","","","90136","100105","2001246"
"1","701","Both","","","","CLYDESWAY","","LEBANON","DR","VA","","","24266","","","90059","100034","2001247"
"1","707","Both","","","","CLIFFSIDE","","Lebanon","DR","VA","","","24266","","","90059","100034","2001248"
"1","707","Both","","","","Dalton Hollow","","Bland","DR","VA","","","24315","","","90119","100063","2001249"
"1","709","Both","","","","TECHNOLOGY PARK","","LEBANON","DR","VA","","","24266","","","90059","100034","2001250"
"1","71","Both","","","","FELLOWSHIP","","Swords Creek","DR","VA","","","24649","","","90010","100062","2001251"
"1","71","Both","","","","LIBERTY","","Honaker","DR","VA","","","24260","","","90136","100105","2001252"
"1","71","Both","","","","LINKOUS","","Castlewood","AVE","VA","","","24224","","","90141","100029","2001253"
"1","71","Both","","","","PEEWEE","","CASTLEWOOD","ST","VA","","","24224","","","90141","100029","2001254"
"1","71","Both","","","","SPRUCE","","BASTIAN","LN","VA","","","24314","","","90105","100013","2001255"
"1","71","Both","","","","Woodridge","","Bland","Ln","VA","","","24315","","","90025","100136","2001256"
"1","711","Both","","","","QUARRY","","ROCKY GAP","DR","VA","","","24366","","","90039","100171","2001257"
"1","714","Both","","","","FAIRVIEW","","Lebanon","LN","VA","","","24266","","","90104","100066","2001258"
"1","717","Both","","","","COPPER CREEK","","CASTLEWOOD","LN","VA","","","24224","","","90087","100095","2001259"
"1","719","Both","","","","STONEY RIDGE","","ROCKY GAP","LN","VA","","","24366","","","90039","100171","2001260"
"1","72","Both","","","","JERRY","","Castlewood","ST","VA","","","24224","","","90141","100029","2001261"
"1","72","Both","","","","MOUNTAIN CREEK","","Lebanon","RD","VA","","","24266","","","90129","100096","2001262"
"1","720","Both","","","","CEDAR GROVE","","Lebanon","RD","VA","","","24266","","","90129","100096","2001263"
"1","726","Both","","","","OSBORNE HOLLOW","","LEBANON","RD","VA","","","24266","","","90129","100096","2001264"
"1","728","Both","","","","DILLION","","Cedar Bluff","ST","VA","","","24609","","","90038","100054","2001265"
"1","73","Both","","","","ALLEN","","HONAKER","ST","VA","","","24260","","","90136","100105","2001266"
"1","73","Both","","","","CAMPBELLS","","LEBANON","DR","VA","","","24266","","","90104","100066","2001267"
"1","73","Both","","","","DOMINION","","BLAND","CIR","VA","","","24315","","","90119","100063","2001268"
"1","73","Both","","","","MOUNTAIN HEIGHTS","","Lebanon","RD","VA","","","24266","","","90104","100066","2001269"
"1","73","Both","","","","Orchard View","","Bland","LN","VA","","","24315","","","90119","100063","2001270"
"1","73","Both","","","","STONEY","","DANTE","HOLW","VA","","","24237","","","90094","100002","2001271"
"1","731","Both","","","","BELCHER","","HONAKER","RD","VA","","","24260","","","90056","100123","2001272"
"1","734","Both","","","","BALL HOLLOW","","HONAKER","RD","VA","","","24260","","","90056","100167","2001273"
"1","734","Both","","","","JACKIE DYE","","SWORDS CREEK","RD","VA","","","24649","","","90010","100062","2001274"
"1","7373","Both","","","","SHARON SPRINGS","","CERES","RD","VA","","","24318","","","90063","100154","2001275"
"1","74","Both","","","","ASH","","Honaker","ST","VA","","","24260","","","90136","100105","2001276"
"1","74","Both","","","","MULLINS","","CASTLEWOOD","DR","VA","","","24224","","","90141","100029","2001277"
"1","742","Both","","","","FRONTAGE","","LEBANON","RD","VA","","","24266","","","90059","100034","2001278"
"1","743","Both","","","","STUMPTOWN","","Honaker","RD","VA","","","24260","","","90136","100037","2001279"
"1","744","Both","","","","LUMBER","","Honaker","LN","VA","","","24260","","","90056","100167","2001280"
"1","747","Both","","","","DAVIS HANKINS","","CEDAR BLUFF","LN","VA","","","24609","","","90038","100054","2001281"
"1","747","Both","","","","DONALD C MOORE","","Lebanon","DR","VA","","","24266","","","90059","100034","2001282"
"1","7474","Both","","","","CLINCH MOUNTAIN","","Lebanon","RD","VA","","","24266","","","90129","100096","2001283"
"1","75","Both","","","","BAUSELL","","Lebanon","DR","VA","","","24266","","","90059","100034","2001284"
"1","75","Both","","","","FAIRVIEW","","Lebanon","DR","VA","","","24266","","","90059","100051","2001285"
"1","75","Both","","","","GILMER SUBDIVISION","","LEBANON","RD","VA","","","24266","","","90059","100034","2001286"
"1","75","Both","","","","Sedgewood","","Bluefield","Mnr","VA","","","24605","","","90026","100089","2001287"
"1","75","Both","","","","Sedgewood Twnhs","","Bluefield","","VA","","","24605","","","90026","100089","2001288"
"1","75","Both","","","","STARKS","","BASTIAN","ST","VA","","","24314","","","90105","100013","2001289"
"1","754","Both","","","","ROSEWOOD","","HONAKER","DR","VA","","","24260","","","90056","100167","2001290"
"1","756","Both","","","","GRANDVIEW","","ROSEDALE","CT","VA","","","24280","","","90038","100054","2001291"
"1","76","Both","","","","COMMERCE","","HONAKER","DR","VA","","","24260","","","90136","100105","2001292"
"1","760","Both","","","","UPPER BEARWALLOW","","Dante","RD","VA","","","24237","","","90094","100002","2001293"
"1","77","Both","","","","BUSH","","CASTLEWOOD","LN","VA","","","24224","","","90094","100002","2001294"
"1","77","Both","","","","CENTRAL","","LEBANON","AVE","VA","","","24266","","","90059","100034","2001295"
"1","77","Both","","","","ELITE","","Castlewood","DR","VA","","","24224","","","90087","100095","2001296"
"1","77","Both","","","","FIFTH","","BLAND","ST","VA","","","24315","","","90119","100063","2001297"
"1","77","Both","","","","OAKLEY","","Raven","ST","VA","","","24639","","","90010","100062","2001298"
"1","77","Both","","","","THORNHILL","","LEBANON","DR","VA","","","24266","","","90059","100051","2001299"
"1","770","Both","","","","COXTOWN","","Honaker","RD","VA","","","24260","","","90136","100105","2001300"
"1","770","Both","","","","EGG FARM","","CLEVELAND","RD","VA","","","24225","","","90090","100109","2001301"
"1","771","Both","","","","WILLIS","","Lebanon","BR","VA","","","24266","","","90129","100096","2001302"
"1","772","Both","","","","ARROWHEAD","","Cedar Bluff","CIR","VA","","","24609","","","90038","100054","2001303"
"1","772","Both","","","","OAK CIRCLE","","Rosedale","DR","VA","","","24280","","","90038","100054","2001304"
"1","776","Both","","","","DICKENSONVILLE","","Castlewood","DR","VA","","","24224","","","90087","100095","2001305"
"1","777","Both","","","","RED OAK","","CERES","RD","VA","","","24318","","","90063","100154","2001306"
"1","78","Both","","","","ANGEL WAY","","Cleveland","AVE","VA","","","24225","","","90069","100064","2001307"
"1","78","Both","","","","HIGHLAND","","HONAKER","CIR","VA","","","24260","","","90136","100105","2001308"
"1","78","Both","","","","OLD TEMPLE","","Castlewood","DR","VA","","","24224","","","90141","100029","2001309"
"1","781","Both","","","","BURGESS","","Lebanon","LN","VA","","","24266","","","90104","100066","2001310"
"1","783","Both","","","","BANNERS CORNER","","Castlewood","RD","VA","","","24224","","","90141","100029","2001311"
"1","783","Both","","","","WOODLANDS","","Lebanon","CT","VA","","","24266","","","90059","100051","2001312"
"1","786","Both","","","","ROBINSON HOLLOW","","SWORDS CREEK","RD","VA","","","24649","","","90010","100062","2001313"
"1","79","Both","","","","Autumn Ridge","","Rocky Gap","Ln","VA","","","24366","","","90039","100171","2001314"
"1","79","Both","","","","ROANOKE","","DANTE","CIR","VA","","","24237","","","90094","100002","2001315"
"1","79","Both","","","","ROGERS","","CERES","LN","VA","","","24318","","","90063","100154","2001316"
"1","79","Both","","","","SCARBERRY","","CASTLEWOOD","LN","VA","","","24224","","","90141","100029","2001317"
"1","793","Both","","","","LINK","","HONAKER","DR","VA","","","24260","","","90056","100167","2001318"
"1","797","Both","","","","WILLOW SPRING","","Lebanon","DR","VA","","","24266","","","90129","100096","2001319"
"1","799","Both","","","","7TH","","RADFORD","ST","VA","","","24141","","","90029","100115","2001320"
"1","799","Both","","","","8TH","","RADFORD","ST","VA","","","24141","","","90029","100115","2001321"
"1","799","Both","","","","BOLLING","","RADFORD","ST","VA","","","24141","","","90014","100129","2001322"
"1","799","Both","","","","HARVEY","","RADFORD","ST","VA","","","24141","","","90029","100115","2001323"
"1","799","Both","","","","JESSEES MILL","","Lebanon","RD","VA","","","24266","","","90059","100051","2001324"
"1","799","Both","","","","KENT","","RADFORD","ST","VA","","","24141","","","90029","100115","2001325"
"1","799","Both","","","","MAIN","","RADFORD","ST","VA","W","","24141","","","90029","100115","2001326"
"1","80","Both","","","","CROSSLANE","","LEBANON","DR","VA","","","24266","","","90129","100096","2001327"
"1","800","Both","","","","BARNETT","","Tazewell","DR","VA","","","24651","","","90041","100116","2001328"
"1","800","Both","","","","BOOKER","","Castlewood","RD","VA","","","24224","","","90087","100095","2001329"
"1","800","Both","","","","CENTURY FARM","","LEBANON","RD","VA","","","24266","","","90087","100095","2001330"
"1","800","Both","","","NE","7TH","","NORTON","ST","VA","","","24273","","","90015","100058","2001331"
"1","805","Both","","","","FULLERS","","Honaker","BR","VA","","","24260","","","90056","100167","2001332"
"1","805","Both","","","","LOVE","","LEBANON","RD","VA","","","24266","","","90059","100051","2001333"
"1","807","Both","","","","BELLE ACRES","","BASTIAN","LN","VA","","","24314","","","90105","100013","2001334"
"1","8079","Both","","","","ROUND MOUNTAIN","","BASTIAN","RD","VA","","","24314","","","90105","100013","2001335"
"1","81","Both","","","","FIRE HOUSE","","Cleveland","LN","VA","","","24225","","","90090","100100","2001336"
"1","81","Both","","","","HANKINS","","Castlewood","LN","VA","","","24224","","","90141","100029","2001337"
"1","81","Both","","","","HOWARD","","CASTLEWOOD","DR","VA","","","24224","","","90100","100106","2001338"
"1","81","Both","","","","PRATT","","ROSEDALE","ST","VA","","","24280","","","90038","100054","2001339"
"1","81","Both","","","","Sourwood","","Rocky Gap","Ln","VA","","","24366","","","90039","100171","2001340"
"1","811","Both","","","","BEARS","","BASTIAN","TRL","VA","","","24314","","","90105","100013","2001341"
"1","811","Both","","","E","Wood","","Big Stone Gap","AVE","VA","","","24219","","","90089","100091","2001342"
"1","819","Both","","","N","19th","","Big Stone Gap","ST","VA","E","","24219","","","90089","100091","2001343"
"1","819","Both","","","N","6th","","Big Stone Gap","ST","VA","E","","24219","","","90089","100091","2001344"
"1","82","Both","","","","GREEN VALLEY","","Lebanon","CT","VA","","","24266","","","90104","100066","2001345"
"1","82","Both","","","","SALYER","","Castlewood","DR","VA","","","24224","","","90141","100029","2001346"
"1","824","Both","","","","ROANOKE HILL","","DANTE","RD","VA","","","24237","","","90094","100002","2001347"
"1","825","Both","","","NE","8TH","","NORTON","ST","VA","","","24273","","","90015","100058","2001348"
"1","829","Both","","","","ROUND BOTTOM","","NARROWS","DR","VA","","","24124","","","90039","100171","2001349"
"1","83","Both","","","","HURT","","Lebanon","ST","VA","","","24266","","","90059","100034","2001350"
"1","83","Both","","","","POND","","HONAKER","LN","VA","","","24260","","","90140","100114","2001351"
"1","835","Both","","","","FOREST LODGE","","LEBANON","DR","VA","","","24266","","","90129","100096","2001352"
"1","837","Both","","","","BETHANY","","Ceres","RD","VA","","","24318","","","90063","100154","2001353"
"1","84","Both","","","","HONAKER ELEMENTARY","","HONAKER","RD","VA","","","24260","","","90056","100167","2001354"
"1","84","Both","","","","PHILLIPS","","Saint Paul","ST","VA","","","24283","","","90094","100002","2001355"
"1","84","Both","","","","VALLEY","","Lebanon","AVE","VA","","","24266","","","90059","100034","2001356"
"1","842","Both","","","","DEEL HOLLOW","","HONAKER","RD","VA","","","24260","","","90056","100167","2001357"
"1","843","Both","","","","WHITES","","Lebanon","DR","VA","","","24266","","","90129","100096","2001358"
"1","845","Odd","","","","VANDERPOOL","","CASTLEWOOD","DR","VA","","","24224","","","90141","100029","2001359"
"1","85","Both","","","","CARR CREEK","","Lebanon","RD","VA","","","24266","","","90129","100096","2001360"
"1","85","Both","","","","CLINCHFIELD","","Cleveland","DR","VA","S","","24225","","","90090","100109","2001361"
"1","85","Both","","","","HOLLY","","ROCKY GAP","LN","VA","","","24366","","","90039","100171","2001362"
"1","85","Both","","","","LIBERTY","","BLAND","ST","VA","","","24315","","","90119","100063","2001363"
"1","85","Both","","","","Songbird","","Bland","Ln","VA","","","24315","","","90063","100154","2001364"
"1","85","Both","","","","W H SHORT","","Castlewood","ST","VA","","","24224","","","90141","100029","2001365"
"1","853","Both","","","","RAYFORD","","BASTIAN","LN","VA","","","24314","","","90039","100171","2001366"
"1","859","Both","","","E","Gilley","","Big Stone Gap","AVE","VA","","","24219","","","90089","100091","2001367"
"1","86","Both","","","","CHEVROLET","","Lebanon","AVE","VA","","","24266","","","90059","100034","2001368"
"1","86","Both","","","","FORD","","Lebanon","AVE","VA","","","24266","","","90059","100034","2001369"
"1","86","Both","","","","MADISON","","ROSEDALE","DR","VA","","","24280","","","90038","100054","2001370"
"1","86","Both","","","","MILL","","LEBANON","ST","VA","S","","24266","","","90059","100034","2001371"
"1","86","Both","","","","SKYLINE","","HONAKER","DR","VA","","","24260","","","90136","100105","2001372"
"1","8623","Both","","","","Blue Grass","","Bland","TRL","VA","E","","24315","","","90119","100063","2001373"
"1","8651","Both","","","","LAUREL FORK","","ROCKY GAP","RD","VA","","","24366","","","90039","100171","2001374"
"1","867","Both","","","","TRUEL BROWN","","Swords Creek","RD","VA","","","24649","","","90010","100062","2001375"
"1","867","Both","","","","WHITES SUBDIVISION","","Cedar Bluff","RD","VA","","","24609","","","90038","100054","2001376"
"1","869","Both","","","","Valley View","","Bland","LN","VA","","","24315","","","90119","100063","2001377"
"1","87","Both","","","","CLUB","","LEBANON","CT","VA","","","24266","","","90059","100034","2001378"
"1","87","Both","","","","Cypress","","Bastian","Ln","VA","","","24314","","","90105","100013","2001379"
"1","87","Both","","","","HILLTOP","","HONAKER","LN","VA","","","24260","","","90136","100105","2001380"
"1","87","Both","","","","Mill Ridge","","Bland","LN","VA","","","24315","","","90119","100063","2001381"
"1","87","Both","","","","SHADY","","HONAKER","LN","VA","","","24260","","","90136","100105","2001382"
"1","873","Both","","","","PIONEER","","Lebanon","DR","VA","","","24266","","","90059","100034","2001383"
"1","878","Both","","","","RATCLIFF","","Cedar Bluff","LN","VA","","","24609","","","90038","100054","2001384"
"1","88","Both","","","","LOHR","","Lebanon","ST","VA","","","24266","","","90059","100034","2001385"
"1","88","Both","","","","TEMPLE ACRES","","CASTLEWOOD","","VA","","","24224","","","90100","100106","2001386"
"1","88","Both","","","","TOWN CIRCLE","","Cleveland","DR","VA","","","24225","","","90090","100100","2001387"
"1","887","Both","","","","BELCHER HOLLOW","","Honaker","RD","VA","","","24260","","","90140","100114","2001388"
"1","887","Both","","","","BRUSHY MOUNTAIN","","BLAND","DR","VA","","","24315","","","90119","100063","2001389"
"1","887","Both","","","","GRAY FARM","","LEBANON","RD","VA","","","24266","","","90059","100051","2001390"
"1","89","Both","","","","BIG R","","Swords Creek","LN","VA","","","24649","","","90010","100062","2001391"
"1","89","Both","","","","BURNS","","Cleveland","ST","VA","","","24225","","","90090","100100","2001392"
"1","89","Both","","","","COURTNEY","","Lebanon","LN","VA","","","24266","","","90059","100051","2001393"
"1","89","Both","","","","COZZOLINO","","LEBANON","AVE","VA","","","24266","","","90059","100034","2001394"
"1","89","Both","","","","ELKINS","","Castlewood","DR","VA","","","24224","","","90141","100029","2001395"
"1","89","Both","","","","PARK","","LEBANON","AVE","VA","","","24266","","","90059","100034","2001396"
"1","89","Both","","","","PRICE","","LEBANON","DR","VA","","","24266","","","90104","100066","2001397"
"1","897","Both","","","","WILLIS HOLLOW","","Castlewood","RD","VA","","","24224","","","90141","100029","2001398"
"1","9","Both","","","","2nd Avenue","","Radford","EXT","VA","","","24141","","","90137","100071","2001399"
"1","9","Both","","","","EAST","","FARMVILLE","ST","VA","","","23901","","","90054","100031","2001400"
"1","9","Both","","","","RIDGEPOINT","","BIG STONE GAP","PL","VA","","","24219","","","90089","100091","2001401"
"1","90","Both","","","","DALTON","","RADFORD","DR","VA","","","24141","","","90029","100115","2001402"
"1","90","Both","","","","WHITE","","CASTLEWOOD","ST","VA","","","24224","","","90100","100106","2001403"
"1","905","Both","","","","MILL HOLLOW","","CASTLEWOOD","RD","VA","N","","24224","","","90141","100029","2001404"
"1","910","Both","","","","INGLES","","RADFORD","ST","VA","","","24141","","","90014","100129","2001405"
"1","912","Both","","","","OLD YMCA","","CASTLEWOOD","HOLW","VA","","","24224","","","90094","100002","2001406"
"1","915","Both","","","","CANAAN","","CERES","LN","VA","","","24318","","","90063","100154","2001407"
"1","917","Both","","","","Point Pleasant","","Bland","RD","VA","","","24315","","","90119","100063","2001408"
"1","92","Both","","","","CAMPBELL","","Castlewood","ST","VA","","","24224","","","90141","100029","2001409"
"1","92","Both","","","","PORTER","","Castlewood","ST","VA","","","24224","","","90100","100106","2001410"
"1","92","Both","","","","TIMBERLAND","","Honaker","DR","VA","","","24260","","","90056","100167","2001411"
"1","920","Both","","","","HOWARD HOLLOW","","Lebanon","RD","VA","","","24266","","","90056","100123","2001412"
"1","922","Both","","","","PONDABROOK","","LEBANON","DR","VA","","","24266","","","90059","100051","2001413"
"1","926","Both","","","","BEAVERS","","CASTLEWOOD","HOLW","VA","","","24224","","","90141","100029","2001414"
"1","93","Both","","","","FERGUSON","","Lebanon","PARK","VA","","","24266","","","90104","100066","2001415"
"1","93","Both","","","","KNOB","","Lebanon","DR","VA","","","24266","","","90059","100034","2001416"
"1","93","Both","","","","PEARL","","Bastian","ST","VA","","","24314","","","90105","100013","2001417"
"1","93","Both","","","","ROLLING HILLS","","Cedar Bluff","CT","VA","","","24609","","","90038","100054","2001418"
"1","93","Both","","","","SPARROW","","ROCKY GAP","LN","VA","","","24366","","","90039","100171","2001419"
"1","93","Both","","","","TOWN & COUNTRY","","Lebanon","DR","VA","","","24266","","","90059","100034","2001420"
"1","93","Both","","","","VILLAGE","","Lebanon","CT","VA","","","24266","","","90059","100034","2001421"
"1","933","Both","","","","DEEP FOREST","","CLEVELAND","DR","VA","","","24225","","","90069","100064","2001422"
"1","936","Both","","","","OLD ROSEDALE","","ROSEDALE","LN","VA","","","24280","","","90038","100054","2001423"
"1","937","Both","","","","MILLER CREEK","","Honaker","RD","VA","","","24260","","","90143","100145","2001424"
"1","938","Both","","","","ROMIA","","Rowe","RD","VA","","","24646","","","90143","100145","2001425"
"1","94","Both","","","","TATE","","Lebanon","ST","VA","","","24266","","","90059","100034","2001426"
"1","941","Both","","","","TUMBEZ HOLLOW","","Lebanon","RD","VA","","","24266","","","90129","100096","2001427"
"1","942","Both","","","","DORADO BOTTOM","","Castlewood","RD","VA","","","24224","","","90141","100029","2001428"
